combo_id,filter_combo,factor_combo,ic_mean,ic_ir,ic_positive_ratio,long_short_return,long_short_sharpe,max_drawdown,total_score
32517,"min_volume,price_range,exclude_bse","{'ma5_bias': 0.3, 'v_ratio10': 0.7}",-0.009646584082509823,-0.03682499781281506,0.4564102564102564,0.5221160108344364,1.2161450819952992,-0.18534969803824092,0.48929127377036835
32287,"min_volume,price_range,exclude_bse","{'ma5_bias': 0.4, 'v_ratio10': 0.6}",-0.008502493983833051,-0.03236261381980317,0.4512820512820513,0.8056537750567138,1.8332501087111417,-0.2081203192584908,0.5398416621741264
24973,"min_volume,price_range,exclude_bse","{'ma5_bias': 0.5, 'v_ratio10': 0.5}",-0.0041531688362213635,-0.015585542936048746,0.47692307692307695,0.8150096419124463,1.8054843230451307,-0.22585559243040607,0.5177316691765501
12166,"min_volume,price_range,exclude_bse","{'ma5_bias': 0.6, 'v_ratio10': 0.4}",-0.002144474961530623,-0.007877192599448827,0.4717948717948718,1.2397166060897216,2.7292031078561436,-0.11592252955655022,0.5676609108940424
61086,"min_volume,price_range,exclude_bse","{'ma5_bias': 0.7, 'v_ratio10': 0.30000000000000004}",0.00635678990710264,0.022761411751235684,0.5076923076923077,1.3446107660277231,2.8525161130702923,-0.25271812488934053,0.533969754437875
15149,"min_volume,price_range,exclude_bse","{'ma5_bias': 0.3, 'cost_peak': 0.7}",0.0009891285349144972,0.0036308551460328123,0.5025641025641026,0.29924414273921246,0.6665449207875395,-0.16605796846038567,0.2937530056856458
1996,"min_volume,price_range,exclude_bse","{'ma5_bias': 0.4, 'cost_peak': 0.6}",0.004583888248282428,0.016759400603022025,0.5076923076923077,0.6581449753469738,1.4244229456849697,-0.21127823966015735,0.48542373516419546
67425,"min_volume,price_range,exclude_bse","{'ma5_bias': 0.5, 'cost_peak': 0.5}",0.00765773742336466,0.027686084018128842,0.5128205128205128,0.6433822923427673,1.41312214896686,-0.17732929079431117,0.5043513185130853
12784,"min_volume,price_range,exclude_bse","{'ma5_bias': 0.6, 'cost_peak': 0.4}",0.006326307678496284,0.02259397195634244,0.5128205128205128,0.8090565438673695,1.7287226011669738,-0.2593501969488575,0.5044973720321522
57000,"min_volume,price_range,exclude_bse","{'ma5_bias': 0.7, 'cost_peak': 0.30000000000000004}",0.004543174837961795,0.01594255505480186,0.49743589743589745,0.6919119824224257,1.3996646067268308,-0.24357892687807306,0.4715275290905002
65397,"min_volume,price_range,exclude_bse","{'ma5_bias': 0.3, 'rsi': 0.7}",-0.0024274755323357346,-0.008698364477928369,0.5025641025641026,0.6583700668210777,1.3864616281229052,-0.20165443969515184,0.4783867078295826
37928,"min_volume,price_range,exclude_bse","{'ma5_bias': 0.4, 'rsi': 0.6}",-0.0033518989113710987,-0.011880486334599934,0.5025641025641026,0.3565230603731576,0.7342189654507736,-0.3103978364670296,0.29684012183665187
91214,"min_volume,price_range,exclude_bse","{'ma5_bias': 0.5, 'rsi': 0.5}",-0.006806761463885474,-0.024074605071162197,0.5076923076923077,0.681540868470828,1.3245206537706469,-0.2695780433050888,0.46185240166563146
5364,"min_volume,price_range,exclude_bse","{'ma5_bias': 0.6, 'rsi': 0.4}",-0.0021763883975670804,-0.0077070449814994274,0.49743589743589745,0.6635324826057302,1.284350757984109,-0.24031360905111127,0.45449617543324
69047,"min_volume,price_range,exclude_bse","{'ma5_bias': 0.7, 'rsi': 0.30000000000000004}",0.00008900629118613505,0.00030919329727353194,0.48205128205128206,0.6730438843936943,1.275802657613213,-0.24201949884067298,0.4471544541189158
89541,"min_volume,price_range,exclude_bse","{'ma5_bias': 0.3, 'macd': 0.7}",-0.018539644597660353,-0.06861742006307908,0.4797979797979798,-0.21562572423589593,-0.4605279842620997,-0.34328077143351293,0.05489393605046327
13751,"min_volume,price_range,exclude_bse","{'ma5_bias': 0.4, 'macd': 0.6}",-0.010818256147290461,-0.040385030447598703,0.494949494949495,0.10093388642132754,0.21795052384580282,-0.3275428236859563,0.11466340859545578
67958,"min_volume,price_range,exclude_bse","{'ma5_bias': 0.5, 'macd': 0.5}",-0.0079414384111587,-0.029561492325422833,0.4696969696969697,0.4671515479563974,0.976317221423554,-0.29922856586359026,0.40182898948866863
61617,"min_volume,price_range,exclude_bse","{'ma5_bias': 0.6, 'macd': 0.4}",-0.007738861649255782,-0.028471672823753326,0.4393939393939394,0.6405638846942389,1.2947472453290019,-0.25434011989456656,0.46747202282704736
