rank,code,score,close_price,volume,data_freshness_days,filters_passed,ma5_bias,ma5_slope,ma_trend,rsi,macd,bollinger,kdj,cci,atr,dmi,v_ratio10,obv,vma,cost_peak,profit_ratio,volatility,trend_strength
11,002460,1.019887196958618,83.98,1045334.0,0,"data_freshness,valid_stock,delisting,suspension,min_volume,price_range,exclude_kcb,exclude_bse,exclude_cyb,limit_up_filter,turnover_rate,float_cap,sideways",0.03497572157452378,4.230000000000004,1,81.62017577378674,3.5788027776069242,0.7850945113145604,71.84284377923301,94.77619379559883,5.97999999999999,3.2099999999999937,1.44556777034958,55.31994881548626,1.228219868762284,1.0,1.0,0.08217901986032586,2.2821563727522656
12,002456,0.9976497054830779,9.35,1859934.0,0,"data_freshness,valid_stock,delisting,suspension,min_volume,price_range,exclude_kcb,exclude_bse,exclude_cyb,limit_up_filter,turnover_rate,float_cap,sideways",0.048676536563481296,0.7999999999999989,0,55.97014925373136,-0.16504400487891324,0.5204672311950299,68.27586206896548,184.93114783833093,0.8100000000000005,0.6900000000000013,2.3515267892656326,77.5539699006254,2.784884726386596,0.7295081967213112,0.7295081967213112,0.041535472102919795,0.8864732195837989
13,002428,0.978563365220056,56.79,1192132.0,0,"data_freshness,valid_stock,delisting,suspension,min_volume,price_range,exclude_kcb,exclude_bse,exclude_cyb,limit_up_filter,turnover_rate,float_cap,sideways",0.04739948358539271,5.079999999999998,1,69.48260742472961,3.6055392261853996,0.8670960982622496,79.76101568334578,111.00534953774259,5.850000000000001,2.799999999999997,1.156018446149663,71.38451407873045,1.2686147537180557,1.0,1.0,0.11156833360490614,2.5297562808150795
14,002418,0.9531185512378025,5.69,1437151.0,0,"data_freshness,valid_stock,delisting,suspension,min_volume,price_range,exclude_kcb,exclude_bse,exclude_cyb,limit_up_filter,turnover_rate,float_cap,sideways",0.1352753391859537,1.1500000000000004,1,75.93984962406016,0.09565252832792126,1.381864765995028,100.0,152.45025206201666,0.5800000000000001,0.4400000000000004,1.4754019765640032,53.83551657617965,1.770186006431616,1.0,1.0,0.07533161141928839,2.085833609049099
15,002342,0.9525055108600251,15.5,3578273.0,0,"data_freshness,valid_stock,delisting,suspension,min_volume,price_range,exclude_kcb,exclude_bse,exclude_cyb,limit_up_filter,turnover_rate,float_cap,sideways",0.09278059785673991,2.7200000000000006,1,72.50945775535939,0.1530649482614006,0.977511327155874,74.10714285714286,135.14506099378872,1.2400000000000002,1.0700000000000003,1.730710148384739,81.03659830542342,1.7577748091869296,0.9782082324455206,0.9782082324455206,0.08537244632864527,2.0017597768550575
16,000988,0.9319689521870176,115.92,1004298.0,0,"data_freshness,valid_stock,delisting,suspension,min_volume,price_range,exclude_kcb,exclude_bse,exclude_cyb,limit_up_filter,turnover_rate,float_cap,sideways",0.05573770491803283,12.379999999999995,0,49.83864461476402,2.3546450346780006,0.4391832561529423,89.26585094549503,105.49795015200952,3.780000000000001,0,1.1709398341163322,87.55332283685827,1.3292630774771454,0.792875318066158,0.792875318066158,0.05135727561117725,0.48627465555856814
17,600884,0.9011532063379943,14.81,1549645.0,0,"data_freshness,valid_stock,delisting,suspension,min_volume,price_range,exclude_kcb,exclude_bse,exclude_cyb,limit_up_filter,turnover_rate,float_cap,sideways",0.08054866481832781,1.8000000000000007,0,64.97695852534562,-0.033558962059741404,1.1655607220464526,87.55555555555559,194.4264237249572,1.0899999999999999,0.7599999999999998,1.9266398715345485,38.161847507005426,2.1814365925080472,1.0,1.0,0.037891802724298235,0.5042359196873161
18,600176,0.8784310237118833,29.19,1151843.0,0,"data_freshness,valid_stock,delisting,suspension,min_volume,price_range,exclude_kcb,exclude_bse,exclude_cyb,limit_up_filter,turnover_rate,float_cap,sideways",0.06673001023242231,3.240000000000002,1,83.92116182572614,0.8495950279143543,1.2579493757403568,88.9075630252101,147.99865261632857,1.8500000000000014,1.8000000000000007,1.2220697256100732,62.861488978429904,1.439718446682034,1.0,1.0,0.06193954097703068,1.9753848664910183
19,600713,0.8601709508047175,6.05,1066595.0,0,"data_freshness,valid_stock,delisting,suspension,min_volume,price_range,exclude_kcb,exclude_bse,exclude_cyb,limit_up_filter,turnover_rate,float_cap,sideways",0.057322614470464925,0.4399999999999995,1,70.56074766355141,0.10509716249446033,1.2432876316845707,100.0,116.41935543100514,0.5499999999999998,0.2599999999999998,1.5496559096854094,51.53116894565729,2.5130921262517805,1.0,1.0,0.05304443140893355,2.1867754089203824
20,603123,0.8238091682769046,13.59,1127717.0,0,"data_freshness,valid_stock,delisting,suspension,min_volume,price_range,exclude_kcb,exclude_bse,exclude_cyb,limit_up_filter,turnover_rate,float_cap,sideways",0.04731812577065329,1.629999999999999,0,68.69712351945853,-0.036987981105635725,0.7508972934087745,84.19452887537994,116.50083884152207,1.8399999999999999,0.2699999999999978,1.358903764264539,96.15774789132227,2.3546588531395294,1.0,1.0,0.0857536836848395,0.41649253294520855
