rank,code,score,close_price,volume,filters_passed,ma5_bias,ma5_slope,ma_trend,rsi,macd,bollinger,kdj,cci,atr,dmi,v_ratio10,obv,vma,cost_peak,profit_ratio,volatility,trend_strength
11,600864,1.031477701154656,7.03,2521074.0,"data_freshness,delisting,st_filter,suspension,min_volume,price_range,exclude_kcb,exclude_bse,exclude_cyb,turnover_rate,float_cap,sideways",0.06289688539461753,0.6800000000000006,0,58.84476534296029,0.0380630352590039,1.0038842481652708,85.88235294117646,92.384610584704,0.6500000000000004,0.4800000000000004,2.776476522336709,30.179266977679873,3.3026981374036684,1.0,1.0,0.030248407339793573,2.8432994854867255
12,600030,0.9732570582750872,25.9,4259329.0,"data_freshness,delisting,st_filter,suspension,min_volume,price_range,exclude_kcb,exclude_bse,exclude_cyb,turnover_rate,float_cap,sideways",0.05584997961679565,1.9199999999999982,0,54.68749999999998,-0.48649597740352846,0.7778147119339364,78.02197802197797,215.11054876218378,2.3500000000000014,2.0199999999999996,2.5975107292263675,36.806067877588006,3.2666669785572413,0.9658536585365852,0.9658536585365852,0.02963776413817865,0.2044191095752769
13,000967,0.9588751885619423,10.24,2212262.0,"data_freshness,delisting,st_filter,suspension,min_volume,price_range,exclude_kcb,exclude_bse,exclude_cyb,turnover_rate,float_cap,sideways",0.08222363136757561,1.2300000000000004,1,73.56020942408375,0.372429874906544,1.5073613845756562,89.23076923076927,162.80212146575596,0.9499999999999993,0.7099999999999991,1.955588643795472,50.0062119843575,2.097455865492016,1.0,1.0,0.04698498084642711,2.9423504397856175
14,002460,0.9436391109524975,83.98,1045334.0,"data_freshness,delisting,st_filter,suspension,min_volume,price_range,exclude_kcb,exclude_bse,exclude_cyb,turnover_rate,float_cap,sideways",0.03497572157452378,4.230000000000004,1,81.62017577378674,3.5788027776069242,0.7850945113145604,71.84284377923301,94.77619379559883,5.97999999999999,3.2099999999999937,1.44556777034958,55.31994881548626,1.228219868762284,1.0,1.0,0.08217901986032586,2.2821563727522656
15,002580,0.9375618902362953,18.98,1879909.0,"data_freshness,delisting,st_filter,suspension,min_volume,price_range,exclude_kcb,exclude_bse,exclude_cyb,turnover_rate,float_cap,sideways",0.1382991483747152,3.610000000000001,0,69.6825396825397,1.0448192410737196,1.0033330701948329,91.39072847682118,110.57754637695358,2.1400000000000006,1.7300000000000004,1.5289225145226204,71.78316392959924,1.50334666765082,1.0,1.0,0.11459391151243786,3.0932686453237905
16,002428,0.9090133329867093,56.79,1192132.0,"data_freshness,delisting,st_filter,suspension,min_volume,price_range,exclude_kcb,exclude_bse,exclude_cyb,turnover_rate,float_cap,sideways",0.04739948358539271,5.079999999999998,1,69.48260742472961,3.6055392261853996,0.8670960982622496,79.76101568334578,111.00534953774259,5.850000000000001,2.799999999999997,1.156018446149663,71.38451407873045,1.2686147537180557,1.0,1.0,0.11156833360490614,2.5297562808150795
17,002456,0.8899870402689735,9.35,1859934.0,"data_freshness,delisting,st_filter,suspension,min_volume,price_range,exclude_kcb,exclude_bse,exclude_cyb,turnover_rate,float_cap,sideways",0.048676536563481296,0.7999999999999989,0,55.97014925373136,-0.16504400487891324,0.5204672311950299,68.27586206896548,184.93114783833093,0.8100000000000005,0.6900000000000013,2.3515267892656326,77.5539699006254,2.784884726386596,0.7295081967213112,0.7295081967213112,0.041535472102919795,0.8864732195837989
18,000988,0.8727918467486145,115.92,1004298.0,"data_freshness,delisting,st_filter,suspension,min_volume,price_range,exclude_kcb,exclude_bse,exclude_cyb,turnover_rate,float_cap,sideways",0.05573770491803283,12.379999999999995,0,49.83864461476402,2.3546450346780006,0.4391832561529423,89.26585094549503,105.49795015200952,3.780000000000001,0,1.1709398341163322,87.55332283685827,1.3292630774771454,0.792875318066158,0.792875318066158,0.05135727561117725,0.48627465555856814
19,002342,0.8661778122145158,15.5,3578273.0,"data_freshness,delisting,st_filter,suspension,min_volume,price_range,exclude_kcb,exclude_bse,exclude_cyb,turnover_rate,float_cap,sideways",0.09278059785673991,2.7200000000000006,1,72.50945775535939,0.1530649482614006,0.977511327155874,74.10714285714286,135.14506099378872,1.2400000000000002,1.0700000000000003,1.730710148384739,81.03659830542342,1.7577748091869296,0.9782082324455206,0.9782082324455206,0.08537244632864527,2.0017597768550575
20,002418,0.862840882320411,5.69,1437151.0,"data_freshness,delisting,st_filter,suspension,min_volume,price_range,exclude_kcb,exclude_bse,exclude_cyb,turnover_rate,float_cap,sideways",0.1352753391859537,1.1500000000000004,1,75.93984962406016,0.09565252832792126,1.381864765995028,100.0,152.45025206201666,0.5800000000000001,0.4400000000000004,1.4754019765640032,53.83551657617965,1.770186006431616,1.0,1.0,0.07533161141928839,2.085833609049099
